ID,bmType,bmDesc,ImageUrl,endPoint,summary 
1001,esri-street-map,Esri Street Map,/assets/esri-street.png,https://server.arcgisonline.com/ArcGIS/rest/services/World_Street_Map/MapServer/tile/{z}/{y}/{x},This comprehensive street map includes highways, major roads, minor roads, railways, water features, cities, parks, landmarks, building footprints, and administrative boundaries.
1002,esri-dg-canvas,Esri Dark Gray Canvas,/assets/canvas-g.png,https://server.arcgisonline.com/ArcGIS/rest/services/Canvas/World_Dark_Gray_Base/MapServer/tile/{z}/{y}/{x},This map is designed to focus attention on your thematic content by providing a neutral dark background with minimal colors, labels, and features.
1003,esri-lg-canvas,Esri Light Gray Canvas,/assets/canvas-lg.jpg,https://server.arcgisonline.com/ArcGIS/rest/services/Canvas/World_Light_Gray_Base/MapServer/tile/{z}/{y}/{x},This map is designed to focus attention on your thematic content by providing a neutral light background with minimal colors, labels, and features.
1004,here-berlin,HERE Berlin,/assets/here-berlin.png,N/A,A distinctive high-contrast map that includes 2.5D buildings. This map emphasizes major cities and roads.
1005,mapbox-street,Mapbox Street Map,/assets/mapbox.jpg,N/A,A  high-contrast color system allows the viewer to easily recognize the maps features and quickly understand its hierarchies and classifications. The color system is fine-tuned to work perfectly at each level, and shifts subtly across zooms.
